nutrition,value,measure,food_product
"Carbohydrate, by difference",0.0,G,parsley
"Sodium, Na",0.0,MG,parsley
Protein,0.0086,G,parsnip
Total lipid (fat),0.0158988764044944,G,parsnip
"Carbohydrate, by difference",0.0129411764705882,G,parsnip
"Fiber, total dietary",0.02734375,G,parsnip
"Calcium, Ca",0.0276923076923077,MG,parsnip
"Iron, Fe",0.0311111111111111,MG,parsnip
"Magnesium, Mg",0.0666666666666667,MG,parsnip
"Phosphorus, P",0.0536,MG,parsnip
"Potassium, K",0.0757446808510638,MG,parsnip
"Sodium, Na",0.0573913043478261,MG,parsnip
"Zinc, Zn",0.0227272727272727,MG,parsnip
"Copper, Cu",0.14888888888888901,MG,parsnip
"Selenium, Se",0.0309090909090909,UG,parsnip
"Vitamin A, RAE",0.0122222222222222,UG,parsnip
Vitamin E (alpha-tocopherol),0.084,MG,parsnip
Vitamin D (D2 + D3),0.0,UG,parsnip
"Vitamin C, total ascorbic acid",0.14,MG,parsnip
Thiamin,0.0666666666666667,MG,parsnip
Riboflavin,0.0384615384615385,MG,parsnip
Niacin,0.0438125,MG,parsnip
Vitamin B-6,0.0623529411764706,MG,parsnip
Vitamin B-12,0.0,UG,parsnip
"Choline, total",0.048,MG,parsnip
Vitamin K (phylloquinone),0.0275,UG,parsnip
"Folate, DFE",0.14,UG,parsnip
Cholesterol,0.0066666666666666706,MG,parsnip
"Fatty acids, total saturated",0.00640833333333333,G,parsnip
Total lipid (fat),0.0,G,passion fruit
"Fiber, total dietary",0.0,G,passion fruit
"Calcium, Ca",0.0,MG,passion fruit
"Iron, Fe",0.0666666666666667,MG,passion fruit
"Vitamin C, total ascorbic acid",0.37,MG,passion fruit
Cholesterol,0.0,MG,passion fruit
"Fatty acids, total saturated",0.0,G,passion fruit
Protein,0.0074,G,passion fruit
"Carbohydrate, by difference",0.00523137254901961,G,passion fruit
"Sodium, Na",0.00260869565217391,MG,passion fruit
"Calcium, Ca",0.0,MG,pasta
"Iron, Fe",0.178333333333333,MG,pasta
"Sodium, Na",0.0,MG,pasta
"Vitamin C, total ascorbic acid",0.0,MG,pasta
Thiamin,0.833333333333333,MG,pasta
Riboflavin,0.23384615384615398,MG,pasta
Niacin,0.335,MG,pasta
Cholesterol,0.0,MG,pasta
"Fatty acids, total saturated",0.0,G,pasta
Protein,0.0833333333333333,G,pasta
Total lipid (fat),0.0100561797752809,G,pasta
"Carbohydrate, by difference",0.0616470588235294,G,pasta
"Fiber, total dietary",0.028125,G,pasta
Protein,0.0493333333333333,G,pastry
Total lipid (fat),0.216292134831461,G,pastry
"Carbohydrate, by difference",0.035843137254902,G,pastry
"Fiber, total dietary",0.01171875,G,pastry
"Calcium, Ca",0.007692307692307691,MG,pastry
"Iron, Fe",0.144444444444444,MG,pastry
"Magnesium, Mg",0.0380952380952381,MG,pastry
"Phosphorus, P",0.048,MG,pastry
"Potassium, K",0.0131914893617021,MG,pastry
"Sodium, Na",0.11,MG,pastry
"Zinc, Zn",0.0490909090909091,MG,pastry
"Copper, Cu",0.12777777777777802,MG,pastry
"Selenium, Se",0.44545454545454494,UG,pastry
"Vitamin A, RAE",0.0,UG,pastry
Vitamin E (alpha-tocopherol),0.0366666666666667,MG,pastry
Vitamin D (D2 + D3),0.0,UG,pastry
"Vitamin C, total ascorbic acid",0.0,MG,pastry
Thiamin,0.269166666666666,MG,pastry
Riboflavin,0.198461538461538,MG,pastry
Niacin,0.2375,MG,pastry
Vitamin B-6,0.0111764705882353,MG,pastry
Vitamin B-12,0.0,UG,pastry
"Choline, total",0.0112727272727273,MG,pastry
Vitamin K (phylloquinone),0.135833333333333,UG,pastry
"Folate, DFE",0.2175,UG,pastry
Cholesterol,0.0,MG,pastry
"Fatty acids, total saturated",0.0458333333333333,G,pastry
Protein,0.0296,G,peach
Total lipid (fat),0.12471910112359601,G,peach
"Carbohydrate, by difference",0.0418039215686275,G,peach
"Fiber, total dietary",0.0171875,G,peach
"Calcium, Ca",0.0169230769230769,MG,peach
"Iron, Fe",0.0888888888888889,MG,peach
"Sodium, Na",0.14956521739130402,MG,peach
"Vitamin C, total ascorbic acid",0.0588888888888889,MG,peach
Thiamin,0.0,MG,peach
Riboflavin,0.116153846153846,MG,peach
Niacin,0.11125,MG,peach
Cholesterol,0.22333333333333302,MG,peach
"Fatty acids, total saturated",0.037000000000000005,G,peach
Protein,0.0606,G,peanut
Total lipid (fat),0.153370786516854,G,peanut
"Carbohydrate, by difference",0.0475294117647059,G,peanut
"Fiber, total dietary",0.0234375,G,peanut
"Calcium, Ca",0.0469230769230769,MG,peanut
"Iron, Fe",0.0605555555555556,MG,peanut
"Sodium, Na",0.0195652173913043,MG,peanut
"Vitamin C, total ascorbic acid",0.04,MG,peanut
Cholesterol,0.05,MG,peanut
"Fatty acids, total saturated",0.0883333333333333,G,peanut
Protein,0.15,G,peanut butter
Total lipid (fat),0.287078651685393,G,peanut butter
"Carbohydrate, by difference",0.0174901960784314,G,peanut butter
"Fiber, total dietary",0.0375,G,peanut butter
"Calcium, Ca",0.0376923076923077,MG,peanut butter
"Iron, Fe",0.0961111111111111,MG,peanut butter
"Magnesium, Mg",0.402380952380952,MG,peanut butter
"Phosphorus, P",0.2712,MG,peanut butter
"Potassium, K",0.12,MG,peanut butter
"Sodium, Na",0.186521739130435,MG,peanut butter
"Zinc, Zn",0.230909090909091,MG,peanut butter
"Copper, Cu",0.46666666666666706,MG,peanut butter
"Selenium, Se",0.0745454545454545,UG,peanut butter
"Vitamin A, RAE",0.0,UG,peanut butter
Vitamin E (alpha-tocopherol),0.607333333333333,MG,peanut butter
Vitamin D (D2 + D3),0.0,UG,peanut butter
"Vitamin C, total ascorbic acid",0.0,MG,peanut butter
Thiamin,0.115,MG,peanut butter
Riboflavin,0.146923076923077,MG,peanut butter
Niacin,0.83125,MG,peanut butter
Vitamin B-6,0.261176470588235,MG,peanut butter
Vitamin B-12,0.0,UG,peanut butter
"Choline, total",0.11454545454545499,MG,peanut butter
Vitamin K (phylloquinone),0.0025,UG,peanut butter
"Folate, DFE",0.215,UG,peanut butter
Cholesterol,0.0,MG,peanut butter
"Fatty acids, total saturated",0.0841666666666667,G,peanut butter
Protein,0.0024,G,pear
Total lipid (fat),0.000786516853932584,G,pear
"Carbohydrate, by difference",0.011921568627451,G,pear
"Fiber, total dietary",0.02421875,G,pear
"Calcium, Ca",0.006923076923076921,MG,pear
"Iron, Fe",0.01,MG,pear
"Magnesium, Mg",0.0166666666666667,MG,pear
"Phosphorus, P",0.0096,MG,pear
"Potassium, K",0.0246808510638298,MG,pear
"Sodium, Na",0.43478260869565205,MG,pear
"Zinc, Zn",0.00909090909090909,MG,pear
"Copper, Cu",0.09111111111111099,MG,pear
"Selenium, Se",0.00181818181818182,UG,pear
"Vitamin A, RAE",0.00111111111111111,UG,pear
Vitamin E (alpha-tocopherol),0.008,MG,pear
Vitamin D (D2 + D3),0.0,UG,pear
"Vitamin C, total ascorbic acid",0.0477777777777778,MG,pear
Thiamin,0.01,MG,pear
Riboflavin,0.02,MG,pear
Niacin,0.0100625,MG,pear
Vitamin B-6,0.0170588235294118,MG,pear
Vitamin B-12,0.0,UG,pear
"Choline, total",0.009272727272727271,MG,pear
Vitamin K (phylloquinone),0.0366666666666667,UG,pear
"Folate, DFE",0.0175,UG,pear
Cholesterol,0.0,MG,pear
"Fatty acids, total saturated",0.000183333333333333,G,pear
Protein,0.03,G,pecan
Total lipid (fat),0.0938202247191011,G,pecan
"Carbohydrate, by difference",0.0467450980392157,G,pecan
"Fiber, total dietary",0.01640625,G,pecan
"Calcium, Ca",0.0169230769230769,MG,pecan
"Iron, Fe",0.0516666666666667,MG,pecan
"Magnesium, Mg",0.0523809523809524,MG,pecan
"Phosphorus, P",0.0664,MG,pecan
"Potassium, K",0.021063829787234,MG,pecan
"Sodium, Na",0.119565217391304,MG,pecan
"Zinc, Zn",0.0790909090909091,MG,pecan
"Copper, Cu",0.20444444444444396,MG,pecan
"Selenium, Se",0.12727272727272698,UG,pecan
"Vitamin A, RAE",0.0566666666666667,UG,pecan
Vitamin E (alpha-tocopherol),0.0533333333333333,MG,pecan
Vitamin D (D2 + D3),0.005,UG,pecan
"Vitamin C, total ascorbic acid",0.0,MG,pecan
Thiamin,0.17,MG,pecan
Riboflavin,0.06,MG,pecan
Niacin,0.081875,MG,pecan
Vitamin B-6,0.0223529411764706,MG,pecan
Vitamin B-12,0.05,UG,pecan
"Choline, total",0.09,MG,pecan
Vitamin K (phylloquinone),0.12916666666666698,UG,pecan
"Folate, DFE",0.1075,UG,pecan
Cholesterol,0.14,MG,pecan
"Fatty acids, total saturated",0.0220833333333333,G,pecan
Protein,0.0,G,pepper
Total lipid (fat),0.0,G,pepper
"Carbohydrate, by difference",0.0523137254901961,G,pepper
"Fiber, total dietary",0.26015625,G,pepper
"Calcium, Ca",0.336153846153846,MG,pepper
"Iron, Fe",1.60555555555556,MG,pepper
"Sodium, Na",0.0,MG,pepper
"Vitamin C, total ascorbic acid",0.23333333333333303,MG,pepper
Cholesterol,0.0,MG,pepper
"Fatty acids, total saturated",0.0,G,pepper
Protein,0.0102666666666667,G,persimmon
Total lipid (fat),0.0037078651685393295,G,persimmon
"Carbohydrate, by difference",0.0753725490196078,G,persimmon
"Fiber, total dietary",0.075,G,persimmon
"Calcium, Ca",0.0169230769230769,MG,persimmon
"Iron, Fe",0.0233333333333333,MG,persimmon
"Magnesium, Mg",0.0571428571428571,MG,persimmon
"Phosphorus, P",0.036000000000000004,MG,persimmon
"Potassium, K",0.0912765957446808,MG,persimmon
"Sodium, Na",1.30434782608696,MG,persimmon
"Zinc, Zn",0.0272727272727273,MG,persimmon
"Copper, Cu",0.336666666666667,MG,persimmon
"Selenium, Se",0.0345454545454545,UG,persimmon
"Vitamin A, RAE",0.12,UG,persimmon
Vitamin E (alpha-tocopherol),0.129333333333333,MG,persimmon
Vitamin D (D2 + D3),0.0,UG,persimmon
"Vitamin C, total ascorbic acid",0.0444444444444444,MG,persimmon
Thiamin,0.0466666666666667,MG,persimmon
Riboflavin,0.0438461538461538,MG,persimmon
Niacin,0.0149375,MG,persimmon
Vitamin B-6,0.140588235294118,MG,persimmon
Vitamin B-12,0.0,UG,persimmon
"Choline, total",0.0367272727272727,MG,persimmon
Vitamin K (phylloquinone),0.0575,UG,persimmon
"Folate, DFE",0.0275,UG,persimmon
Cholesterol,0.0,MG,persimmon
"Fatty acids, total saturated",0.000441666666666667,G,persimmon
Protein,0.0,G,pickles
Total lipid (fat),0.0,G,pickles
"Carbohydrate, by difference",0.0366274509803922,G,pickles
"Fiber, total dietary",0.02578125,G,pickles
"Iron, Fe",0.133333333333333,MG,pickles
"Sodium, Na",0.0,MG,pickles
Protein,0.0913333333333333,G,pine nut
Total lipid (fat),0.384269662921348,G,pine nut
"Carbohydrate, by difference",0.0102745098039216,G,pine nut
"Fiber, total dietary",0.02890625,G,pine nut
"Calcium, Ca",0.0123076923076923,MG,pine nut
"Iron, Fe",0.30722222222222195,MG,pine nut
"Magnesium, Mg",0.5976190476190479,MG,pine nut
"Phosphorus, P",0.46,MG,pine nut
"Potassium, K",0.127021276595745,MG,pine nut
"Sodium, Na",0.8695652173913041,MG,pine nut
"Zinc, Zn",0.586363636363636,MG,pine nut
"Copper, Cu",1.46666666666667,MG,pine nut
"Selenium, Se",0.0127272727272727,UG,pine nut
"Vitamin A, RAE",0.00111111111111111,UG,pine nut
Vitamin E (alpha-tocopherol),0.622,MG,pine nut
Vitamin D (D2 + D3),0.0,UG,pine nut
"Vitamin C, total ascorbic acid",0.00888888888888889,MG,pine nut
Thiamin,0.303333333333333,MG,pine nut
Riboflavin,0.174615384615385,MG,pine nut
Niacin,0.274375,MG,pine nut
Vitamin B-6,0.0552941176470588,MG,pine nut
Vitamin B-12,0.0,UG,pine nut
"Choline, total",0.101454545454545,MG,pine nut
Vitamin K (phylloquinone),0.4491666666666671,UG,pine nut
"Folate, DFE",0.085,UG,pine nut
Cholesterol,0.0,MG,pine nut
"Fatty acids, total saturated",0.0408333333333333,G,pine nut
Protein,0.0,G,pineapple
Total lipid (fat),0.0,G,pineapple
"Carbohydrate, by difference",0.0616470588235294,G,pineapple
"Fiber, total dietary",0.03359375,G,pineapple
"Calcium, Ca",0.0276923076923077,MG,pineapple
"Iron, Fe",0.0355555555555556,MG,pineapple
"Sodium, Na",0.007826086956521741,MG,pineapple
"Vitamin C, total ascorbic acid",0.0,MG,pineapple
Cholesterol,0.0,MG,pineapple
"Fatty acids, total saturated",0.0,G,pineapple
Protein,0.133333333333333,G,pistachio
Total lipid (fat),0.262359550561798,G,pistachio
"Carbohydrate, by difference",0.0209411764705882,G,pistachio
"Fiber, total dietary",0.078125,G,pistachio
"Calcium, Ca",0.10230769230769199,MG,pistachio
"Iron, Fe",0.266666666666667,MG,pistachio
"Magnesium, Mg",0.47619047619047605,MG,pistachio
"Phosphorus, P",0.4,MG,pistachio
"Sodium, Na",0.166521739130435,MG,pistachio
"Copper, Cu",1.47777777777778,MG,pistachio
"Vitamin C, total ascorbic acid",0.0444444444444444,MG,pistachio
Thiamin,0.0,MG,pistachio
Vitamin B-6,0.588235294117647,MG,pistachio
Cholesterol,0.0,MG,pistachio
"Fatty acids, total saturated",0.0555833333333333,G,pistachio
Protein,0.0152,G,plantain
Total lipid (fat),0.166292134831461,G,plantain
"Carbohydrate, by difference",0.0500392156862745,G,plantain
"Fiber, total dietary",0.02734375,G,plantain
"Calcium, Ca",0.006923076923076921,MG,plantain
"Iron, Fe",0.0538888888888889,MG,plantain
"Magnesium, Mg",0.16904761904761903,MG,plantain
"Phosphorus, P",0.0624,MG,plantain
"Potassium, K",0.16723404255319102,MG,plantain
"Sodium, Na",0.0878260869565217,MG,plantain
"Zinc, Zn",0.0336363636363636,MG,plantain
"Copper, Cu",0.22,MG,plantain
"Selenium, Se",0.00727272727272727,UG,plantain
"Vitamin A, RAE",0.0766666666666667,UG,plantain
Vitamin E (alpha-tocopherol),0.336,MG,plantain
Vitamin D (D2 + D3),0.0,UG,plantain
"Vitamin C, total ascorbic acid",0.3566666666666671,MG,plantain
Thiamin,0.0541666666666667,MG,plantain
Riboflavin,0.0307692307692308,MG,plantain
Niacin,0.050125,MG,plantain
Vitamin B-6,0.270588235294118,MG,plantain
Vitamin B-12,0.0,UG,plantain
"Choline, total",0.0,MG,plantain
Vitamin K (phylloquinone),0.23833333333333304,UG,plantain
"Folate, DFE",0.0875,UG,plantain
Cholesterol,0.0,MG,plantain
"Fatty acids, total saturated",0.0695,G,plantain
Protein,0.00346666666666667,G,plum
Total lipid (fat),0.00129213483146067,G,plum
"Carbohydrate, by difference",0.0105882352941176,G,plum
"Fiber, total dietary",0.0078125,G,plum
"Calcium, Ca",0.00384615384615385,MG,plum
"Iron, Fe",0.00722222222222222,MG,plum
"Magnesium, Mg",0.0119047619047619,MG,plum
"Phosphorus, P",0.0096,MG,plum
"Potassium, K",0.0225531914893617,MG,plum
"Sodium, Na",0.43478260869565205,MG,plum
"Zinc, Zn",0.00727272727272727,MG,plum
"Copper, Cu",0.0455555555555556,MG,plum
"Selenium, Se",0.0,UG,plum
"Vitamin A, RAE",0.0122222222222222,UG,plum
Vitamin E (alpha-tocopherol),0.0133333333333333,MG,plum
Vitamin D (D2 + D3),0.0,UG,plum
"Vitamin C, total ascorbic acid",0.0633333333333333,MG,plum
Thiamin,0.0141666666666667,MG,plum
Riboflavin,0.0146153846153846,MG,plum
Niacin,0.0175625,MG,plum
Vitamin B-6,0.0123529411764706,MG,plum
Vitamin B-12,0.0,UG,plum
"Choline, total",0.00254545454545455,MG,plum
Vitamin K (phylloquinone),0.04,UG,plum
"Folate, DFE",0.005,UG,plum
Cholesterol,0.0,MG,plum
"Fatty acids, total saturated",0.00010833333333333299,G,plum
Protein,0.0,G,pomegranate
Total lipid (fat),0.0,G,pomegranate
"Carbohydrate, by difference",0.00949019607843137,G,pomegranate
"Fiber, total dietary",0.0,G,pomegranate
"Calcium, Ca",0.00615384615384615,MG,pomegranate
"Sodium, Na",0.00652173913043478,MG,pomegranate
"Vitamin C, total ascorbic acid",0.0688888888888889,MG,pomegranate
Cholesterol,0.0,MG,pomegranate
"Fatty acids, total saturated",0.0,G,pomegranate
Protein,0.0,G,pomegranate juice
Total lipid (fat),0.0,G,pomegranate juice
"Carbohydrate, by difference",0.00964705882352941,G,pomegranate juice
"Fiber, total dietary",0.0,G,pomegranate juice
"Calcium, Ca",0.0323076923076923,MG,pomegranate juice
"Iron, Fe",0.0,MG,pomegranate juice
"Potassium, K",0.0619148936170213,MG,pomegranate juice
"Sodium, Na",0.0,MG,pomegranate juice
"Vitamin C, total ascorbic acid",0.11333333333333301,MG,pomegranate juice
Cholesterol,0.0,MG,pomegranate juice
Protein,0.00613333333333333,G,poppy
Total lipid (fat),0.187078651685393,G,poppy
"Carbohydrate, by difference",0.0185882352941176,G,poppy
"Fiber, total dietary",0.00234375,G,poppy
"Calcium, Ca",0.0453846153846154,MG,poppy
"Iron, Fe",0.0138888888888889,MG,poppy
"Magnesium, Mg",0.0214285714285714,MG,poppy
"Phosphorus, P",0.0392,MG,poppy
"Potassium, K",0.0129787234042553,MG,poppy
"Sodium, Na",0.40565217391304403,MG,poppy
"Zinc, Zn",0.0227272727272727,MG,poppy
"Copper, Cu",0.0388888888888889,MG,poppy
"Selenium, Se",0.0218181818181818,UG,poppy
"Vitamin A, RAE",0.0566666666666667,UG,poppy
Vitamin E (alpha-tocopherol),0.157333333333333,MG,poppy
Vitamin D (D2 + D3),0.005,UG,poppy
"Vitamin C, total ascorbic acid",0.00333333333333333,MG,poppy
Thiamin,0.02,MG,poppy
Riboflavin,0.0446153846153846,MG,poppy
Niacin,0.0029375,MG,poppy
Vitamin B-6,0.0129411764705882,MG,poppy
Vitamin B-12,0.0375,UG,poppy
"Choline, total",0.0109090909090909,MG,poppy
Vitamin K (phylloquinone),0.4183333333333329,UG,poppy
"Folate, DFE",0.0075,UG,poppy
Cholesterol,0.05,MG,poppy
"Fatty acids, total saturated",0.0505,G,poppy
Protein,0.141333333333333,G,pork
Total lipid (fat),0.0231460674157303,G,pork
"Carbohydrate, by difference",0.000925490196078431,G,pork
"Fiber, total dietary",0.0,G,pork
"Calcium, Ca",0.0,MG,pork
"Iron, Fe",0.0705555555555556,MG,pork
"Sodium, Na",0.0921739130434783,MG,pork
"Vitamin C, total ascorbic acid",0.0,MG,pork
Cholesterol,0.253333333333333,MG,pork
"Fatty acids, total saturated",0.0195833333333333,G,pork
Protein,0.18466666666666698,G,pork chop
Total lipid (fat),0.0589887640449438,G,pork chop
"Carbohydrate, by difference",0.0,G,pork chop
"Fiber, total dietary",0.0,G,pork chop
"Calcium, Ca",0.00615384615384615,MG,pork chop
"Iron, Fe",0.0277777777777778,MG,pork chop
"Magnesium, Mg",0.0738095238095238,MG,pork chop
"Phosphorus, P",0.2208,MG,pork chop
"Potassium, K",0.0976595744680851,MG,pork chop
"Sodium, Na",0.22347826086956502,MG,pork chop
"Zinc, Zn",0.17454545454545498,MG,pork chop
"Copper, Cu",0.0755555555555556,MG,pork chop
"Selenium, Se",0.8672727272727271,UG,pork chop
"Vitamin A, RAE",0.00111111111111111,UG,pork chop
Vitamin E (alpha-tocopherol),0.0133333333333333,MG,pork chop
Vitamin D (D2 + D3),0.025,UG,pork chop
"Vitamin C, total ascorbic acid",0.0,MG,pork chop
Thiamin,0.47083333333333294,MG,pork chop
Riboflavin,0.19153846153846202,MG,pork chop
Niacin,0.5125,MG,pork chop
Vitamin B-6,0.32823529411764696,MG,pork chop
Vitamin B-12,0.266666666666667,UG,pork chop
"Choline, total",0.135636363636364,MG,pork chop
Vitamin K (phylloquinone),0.0,UG,pork chop
"Folate, DFE",0.0,UG,pork chop
Cholesterol,0.28,MG,pork chop
"Fatty acids, total saturated",0.02725,G,pork chop
Total lipid (fat),0.0662921348314607,G,pork rib
"Carbohydrate, by difference",0.0,G,pork rib
"Calcium, Ca",0.0169230769230769,MG,pork rib
"Potassium, K",0.0676595744680851,MG,pork rib
"Zinc, Zn",0.252727272727273,MG,pork rib
"Selenium, Se",0.5872727272727271,UG,pork rib
Vitamin E (alpha-tocopherol),0.0153333333333333,MG,pork rib
Niacin,0.1925,MG,pork rib
Pantothenic acid,0.322,MG,pork rib
Vitamin B-6,0.317058823529412,MG,pork rib
"Choline, total",0.14800000000000002,MG,pork rib
Protein,0.12866666666666698,G,pork rib
"Fiber, total dietary",0.0,G,pork rib
"Iron, Fe",0.0472222222222222,MG,pork rib
"Magnesium, Mg",0.05,MG,pork rib
"Phosphorus, P",0.1544,MG,pork rib
"Sodium, Na",0.0273913043478261,MG,pork rib
"Copper, Cu",0.0866666666666667,MG,pork rib
"Manganese, Mn",0.00478260869565217,MG,pork rib
"Vitamin A, RAE",0.00222222222222222,UG,pork rib
Thiamin,0.3125,MG,pork rib
Riboflavin,0.19461538461538502,MG,pork rib
Vitamin B-12,0.4166666666666671,UG,pork rib
Vitamin K (phylloquinone),0.0,UG,pork rib
Cholesterol,0.24666666666666698,MG,pork rib
"Vitamin C, total ascorbic acid",0.0,MG,pork rib
Vitamin D (D2 + D3),0.035,UG,pork rib
"Fatty acids, total saturated",0.01975,G,pork rib
"Folate, DFE",0.0,UG,pork rib
"Vitamin C, total ascorbic acid",0.0122222222222222,MG,pork tenderloin
Protein,0.119333333333333,G,pork tenderloin
Total lipid (fat),0.0125280898876404,G,pork tenderloin
"Carbohydrate, by difference",0.0021019607843137302,G,pork tenderloin
"Sodium, Na",0.13217391304347803,MG,pork tenderloin
Cholesterol,0.18,MG,pork tenderloin
"Fatty acids, total saturated",0.00741666666666667,G,pork tenderloin
Protein,0.0259333333333333,G,potato
Total lipid (fat),0.0629213483146067,G,potato
"Carbohydrate, by difference",0.0105098039215686,G,potato
"Fiber, total dietary",0.01171875,G,potato
"Calcium, Ca",0.0261538461538462,MG,potato
"Iron, Fe",0.04,MG,potato
"Magnesium, Mg",0.030952380952381002,MG,potato
"Phosphorus, P",0.0632,MG,potato
"Potassium, K",0.0465957446808511,MG,potato
"Sodium, Na",0.0960869565217391,MG,potato
"Zinc, Zn",0.0409090909090909,MG,potato
"Copper, Cu",0.0311111111111111,MG,potato
"Selenium, Se",0.12909090909090898,UG,potato
"Vitamin A, RAE",0.0677777777777778,UG,potato
Vitamin E (alpha-tocopherol),0.0733333333333333,MG,potato
Vitamin D (D2 + D3),0.02,UG,potato
"Vitamin C, total ascorbic acid",0.00555555555555556,MG,potato
